Rk,Player,SO,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Pos,Player-additional
124,Cade Horton,97,2025,23,CHC,NL,11,4,.733,15,2.67,23,22,0,0,0,118.0,95,40,35,10,33,0,97,6,0,1,476,146,3.58,1.085,7.2,0.8,2.5,7.4,2.94,1,hortoca01
125,Aaron Nola,97,2025,32,PHI,NL,5,10,.333,15,6.01,17,17,0,0,0,94.1,99,65,63,18,28,0,97,4,0,1,404,73,4.58,1.346,9.4,1.7,2.7,9.3,3.46,1,nolaaa01
126,Luis Ortiz,96,2025,26,CLE,AL,4,9,.308,13,4.36,16,16,0,0,0,88.2,80,44,43,12,42,0,96,1,0,0,382,94,4.18,1.376,8.1,1.2,4.3,9.7,2.29,1,ortizlu03
127,Michael Soroka,95,2025,27,CHCWSN,NL,3,8,.273,11,4.52,22,17,0,0,0,89.2,72,49,45,12,29,0,95,15,1,2,379,92,4.23,1.126,7.2,1.2,2.9,9.5,3.28,1,sorokmi01
128,Walker Buehler,92,2025,30,BOSPHI,ALNL,10,7,.588,17,4.93,26,24,0,0,0,126.0,130,73,69,22,61,0,92,11,0,0,565,83,5.66,1.516,9.3,1.6,4.4,6.6,1.51,1,buehlwa01
129,Adrian Houser,92,2025,32,CHWTBR,AL,8,5,.615,13,3.31,21,21,0,0,0,125.0,122,49,46,10,38,0,92,8,3,5,518,126,3.81,1.280,8.8,0.7,2.7,6.6,2.42,1,housead01
130,Joey Wentz,92,2025,27,ATLMINPIT,ALNL,5,7,.417,12,5.60,39,13,0,0,0,98.0,110,66,61,11,43,3,92,1,0,5,442,75,4.06,1.561,10.1,1.0,3.9,8.4,2.14,1,wentzjo01
131,Brendon Little,91,2025,28,TOR,AL,4,2,.667,6,3.03,79,0,0,0,1,68.1,48,28,23,2,45,4,91,2,1,7,295,144,2.92,1.361,6.3,0.3,5.9,12.0,2.02,1,littlbr02
132,Sean Newcomb,91,2025,32,ATHBOS,AL,2,5,.286,7,2.73,48,5,0,0,2,92.1,94,36,28,5,31,2,91,5,0,2,391,154,3.04,1.354,9.2,0.5,3.0,8.9,2.94,1,newcose01
133,Garrett Whitlock,91,2025,29,BOS,AL,7,3,.700,10,2.25,62,0,0,0,1,72.0,54,21,18,2,24,2,91,5,0,3,293,179,2.18,1.083,6.8,0.3,3.0,11.4,3.79,1,whitlga01
134,Abner Uribe,90,2025,25,MIL,NL,3,2,.600,5,1.67,75,0,0,0,7,75.1,51,18,14,4,27,2,90,6,1,5,298,251,2.75,1.035,6.1,0.5,3.2,10.8,3.33,1,uribeab01
135,Devin Williams,90,2025,30,NYY,AL,4,6,.400,10,4.79,67,0,0,0,18,62.0,45,37,33,5,25,1,90,4,0,4,259,85,2.68,1.129,6.5,0.7,3.6,13.1,3.60,1,willide03
136,Tylor Megill,89,2025,29,NYM,NL,5,5,.500,10,3.95,14,14,0,0,0,68.1,60,37,30,6,33,0,89,7,0,3,305,104,3.43,1.361,7.9,0.8,4.3,11.7,2.70,1,megilty01
137,Carmen Mlodzinski,89,2025,26,PIT,NL,5,8,.385,13,3.55,34,12,0,0,0,99.0,102,42,39,8,27,0,89,4,0,5,419,124,3.33,1.303,9.3,0.7,2.5,8.1,3.30,1,mlodzca01
138,Jose Quintana,89,2025,36,MIL,NL,11,7,.611,18,3.96,24,24,0,0,0,131.2,120,65,58,18,50,0,89,5,1,1,556,106,4.81,1.291,8.2,1.2,3.4,6.1,1.78,1,quintjo01
139,Emmet Sheehan,89,2025,25,LAD,NL,6,3,.667,9,2.82,15,12,0,0,0,73.1,49,29,23,7,22,0,89,2,0,2,291,146,2.93,0.968,6.0,0.9,2.7,10.9,4.05,1,sheehem01
140,Aaron Civale,88,2025,30,CHCCHWMIL,ALNL,4,9,.308,13,4.85,23,18,0,0,1,102.0,96,59,55,16,33,1,88,7,2,0,435,86,4.63,1.265,8.5,1.4,2.9,7.8,2.67,1,civalaa01
141,Zebby Matthews,88,2025,25,MIN,AL,5,6,.455,11,5.56,16,16,0,0,0,79.1,94,50,49,12,24,0,88,0,0,2,354,76,3.79,1.487,10.7,1.4,2.7,10.0,3.67,1,matthze01
142,Jacob Misiorowski,87,2025,23,MIL,NL,5,3,.625,8,4.36,15,14,0,0,0,66.0,51,34,32,8,31,0,87,3,0,1,273,96,3.62,1.242,7.0,1.1,4.2,11.9,2.81,1,misioja01
143,David Bednar,86,2025,30,NYYPIT,ALNL,6,5,.545,11,2.30,64,0,0,0,27,62.2,46,18,16,4,19,2,86,1,0,4,251,187,2.18,1.037,6.6,0.6,2.7,12.4,4.53,1,bednada01
144,Jonathan Cannon,86,2025,24,CHW,AL,4,10,.286,14,5.82,22,17,0,0,0,103.2,116,69,67,19,38,1,86,6,1,2,466,72,5.13,1.486,10.1,1.6,3.3,7.5,2.26,1,cannojo02
145,Andrew Heaney,86,2025,34,LADPIT,NL,5,10,.333,15,5.52,27,23,0,0,0,122.1,129,77,75,25,40,0,86,9,0,2,536,80,5.59,1.381,9.5,1.8,2.9,6.3,2.15,1,heanean01
146,Taijuan Walker,86,2025,32,PHI,NL,5,8,.385,13,4.08,34,21,0,0,1,123.2,132,62,56,21,42,0,86,4,0,1,538,108,5.07,1.407,9.6,1.5,3.1,6.3,2.05,1,walketa01
147,Aroldis Chapman,85,2025,37,BOS,AL,5,3,.625,8,1.17,67,0,0,0,32,61.1,28,9,8,3,15,0,85,0,0,6,228,344,1.73,0.701,4.1,0.4,2.2,12.5,5.67,1,chapmar01
148,Cal Quantrill,85,2025,30,ATLMIA,NL,4,12,.250,16,6.04,26,26,0,0,0,117.2,136,81,79,22,35,0,85,5,0,3,513,71,5.14,1.453,10.4,1.7,2.7,6.5,2.43,1,quantca01
149,Jeff Hoffman,84,2025,32,TOR,AL,9,7,.563,16,4.37,71,0,0,0,33,68.0,54,34,33,15,27,1,84,4,0,2,287,100,4.90,1.191,7.1,2.0,3.6,11.1,3.11,1,hoffmje02
150,Clayton Kershaw,84,2025,37,LAD,NL,11,2,.846,13,3.36,23,22,0,0,0,112.2,102,46,42,8,35,0,84,2,1,5,463,122,3.55,1.216,8.1,0.6,2.8,6.7,2.40,1,kershcl01
151,Steven Okert,84,2025,33,HOU,AL,3,2,.600,5,3.01,68,1,0,0,1,71.2,45,25,24,6,19,1,84,2,0,0,276,138,2.76,0.893,5.7,0.8,2.4,10.5,4.42,1,okertst01
152,Cam Schlittler,84,2025,24,NYY,AL,4,3,.571,7,2.96,14,14,0,0,0,73.0,58,24,24,8,31,0,84,5,0,3,304,138,3.74,1.219,7.2,1.0,3.8,10.4,2.71,1,schlica01
153,Bryan Baker,83,2025,30,BALTBR,AL,4,4,.500,8,4.06,73,0,0,0,3,68.2,59,33,31,13,17,0,83,0,0,2,274,101,3.92,1.107,7.7,1.7,2.2,10.9,4.88,1,bakerbr01
154,Erick Fedde,83,2025,32,ATLMILSTL,NL,4,13,.235,17,5.49,32,24,1,1,0,141.0,147,90,86,19,67,1,83,3,0,2,623,75,5.20,1.518,9.4,1.2,4.3,5.3,1.24,1,feddeer01
155,Germán Márquez,83,2025,30,COL,NL,3,16,.158,19,6.70,26,26,0,0,0,126.1,168,106,94,23,48,1,83,6,0,6,591,73,5.47,1.710,12.0,1.6,3.4,5.9,1.73,1,marquge01
156,Andrés Muñoz,83,2025,26,SEA,AL,3,3,.500,6,1.73,64,0,0,0,38,62.1,36,18,12,2,28,3,83,4,0,7,254,221,2.43,1.027,5.2,0.3,4.0,12.0,2.96,1,munozan01
157,Brandon Woodruff,83,2025,32,MIL,NL,7,2,.778,9,3.20,12,12,0,0,0,64.2,45,26,23,9,14,0,83,3,0,1,257,131,3.17,0.912,6.3,1.3,1.9,11.6,5.93,1,woodrbr01
158,Tyler Alexander,82,2025,30,CHWMIL,ALNL,5,14,.263,19,4.98,52,5,0,0,1,97.2,107,62,54,9,30,5,82,2,2,1,423,85,3.64,1.403,9.9,0.8,2.8,7.6,2.73,1,alexaty01
159,Eduard Bazardo,82,2025,29,SEA,AL,5,0,1.000,5,2.52,73,0,0,0,0,78.2,53,23,22,9,27,2,82,2,0,2,313,152,3.64,1.017,6.1,1.0,3.1,9.4,3.04,1,bazared01
160,Garrett Cleavinger,82,2025,31,TBR,AL,2,6,.250,8,2.35,67,0,0,0,2,61.1,40,17,16,9,18,0,82,7,0,1,243,177,3.59,0.946,5.9,1.3,2.6,12.0,4.56,1,cleavga01
161,Chase Dollander,82,2025,23,COL,NL,2,12,.143,14,6.52,21,21,0,0,0,98.0,103,76,71,18,49,0,82,6,0,2,441,75,5.53,1.551,9.5,1.7,4.5,7.5,1.67,1,dollach01
162,Max Scherzer,82,2025,40,TOR,AL,5,5,.500,10,5.19,17,17,0,0,0,85.0,87,49,49,19,23,0,82,2,0,2,358,84,4.99,1.294,9.2,2.0,2.4,8.7,3.57,1,scherma01
163,Gabe Speier,82,2025,30,SEA,AL,4,3,.571,7,2.61,76,0,0,0,0,62.0,43,19,18,5,11,1,82,5,0,1,243,147,2.31,0.871,6.2,0.7,1.6,11.9,7.45,1,speiega01
164,Mike Vasil,82,2025,25,CHW,AL,5,3,.625,8,2.50,47,3,0,0,4,101.0,74,32,28,8,52,5,82,8,2,4,423,168,4.32,1.248,6.6,0.7,4.6,7.3,1.58,1,vasilmi01
165,Bailey Falter,81,2025,28,KCRPIT,ALNL,7,7,.500,14,4.45,26,24,0,0,0,125.1,115,68,62,19,46,0,81,1,0,5,518,99,4.94,1.285,8.3,1.4,3.3,5.8,1.76,1,falteba01
166,Jimmy Herget,81,2025,31,COL,NL,1,2,.333,3,2.48,59,0,0,0,0,83.1,72,24,23,6,26,1,81,7,2,2,347,196,3.32,1.176,7.8,0.6,2.8,8.7,3.12,1,hergeji01
167,Jordan Leasure,81,2025,26,CHW,AL,5,6,.455,11,3.92,68,1,0,0,7,64.1,49,30,28,12,30,1,81,1,0,3,269,107,4.49,1.228,6.9,1.7,4.2,11.3,2.70,1,leasujo01
168,Phil Maton,81,2025,32,STLTEX,ALNL,4,5,.444,9,2.79,63,0,0,0,5,61.1,42,21,19,3,23,2,81,7,0,1,248,143,2.60,1.060,6.2,0.4,3.4,11.9,3.52,1,matonph01
169,Emilio Pagán,81,2025,34,CIN,NL,2,4,.333,6,2.88,70,0,0,0,32,68.2,41,26,22,10,22,0,81,2,1,1,270,156,3.72,0.917,5.4,1.3,2.9,10.6,3.68,1,paganem01
170,Reid Detmers,80,2025,25,LAA,AL,5,3,.625,8,3.96,61,0,0,0,3,63.2,58,29,28,6,25,4,80,2,0,2,266,105,3.12,1.304,8.2,0.8,3.5,11.3,3.20,1,detmere01
171,Jhoan Duran,80,2025,27,MINPHI,ALNL,7,6,.538,13,2.06,72,0,0,0,32,70.0,58,19,16,3,19,4,80,3,0,3,287,210,2.35,1.100,7.5,0.4,2.4,10.3,4.21,1,duranjh01
172,Kyle Leahy,80,2025,28,STL,NL,4,2,.667,6,3.07,62,1,0,0,1,88.0,80,32,30,5,28,1,80,1,0,5,363,134,3.04,1.227,8.2,0.5,2.9,8.2,2.86,1,leahyky01
173,Alex Vesia,80,2025,29,LAD,NL,4,2,.667,6,3.02,68,0,0,0,5,59.2,37,21,20,9,22,3,80,5,0,3,237,137,3.77,0.989,5.6,1.4,3.3,12.1,3.64,1,vesiaal01
174,Seranthony Domínguez,79,2025,30,BALTOR,AL,4,4,.500,8,3.16,67,0,0,0,2,62.2,44,30,22,5,36,2,79,2,0,12,261,132,3.47,1.277,6.3,0.7,5.2,11.3,2.19,1,dominse01
175,Randy Vásquez,78,2025,26,SDP,NL,6,7,.462,13,3.84,28,26,0,0,0,133.2,125,59,57,16,52,1,78,7,1,3,570,109,4.85,1.324,8.4,1.1,3.5,5.3,1.50,1,vasqura02
176,Janson Junk,77,2025,29,MIA,NL,6,4,.600,10,4.17,21,16,0,0,1,110.0,112,54,51,8,13,0,77,4,0,2,447,104,3.14,1.136,9.2,0.7,1.1,6.3,5.92,1,junkja01
177,Stephen Kolek,77,2025,28,KCRSDP,ALNL,5,7,.417,12,3.51,19,19,1,1,0,112.2,98,49,44,9,31,1,77,7,0,0,461,119,3.82,1.145,7.8,0.7,2.5,6.2,2.48,1,kolekst01
178,Aaron Ashby,76,2025,27,MIL,NL,5,2,.714,7,2.16,43,1,0,0,3,66.2,54,16,16,3,24,0,76,4,0,6,270,195,2.70,1.170,7.3,0.4,3.2,10.3,3.17,1,ashbyaa01
179,Josh Hader,76,2025,31,HOU,AL,6,2,.750,8,2.05,48,0,0,0,28,52.2,29,16,12,8,16,1,76,2,0,2,206,203,3.25,0.854,5.0,1.4,2.7,13.0,4.75,1,haderjo01
180,Michael King,76,2025,30,SDP,NL,5,3,.625,8,3.44,15,15,1,1,0,73.1,62,31,28,12,26,0,76,4,0,2,308,122,4.42,1.200,7.6,1.5,3.2,9.3,2.92,1,kingmi01
181,Jacob Latz,76,2025,29,TEX,AL,2,0,1.000,2,2.84,33,8,0,0,1,85.2,69,28,27,7,37,2,76,0,0,2,348,131,3.72,1.237,7.2,0.7,3.9,8.0,2.05,1,latzja01
182,Dylan Lee,76,2025,30,ATL,NL,2,4,.333,6,3.29,74,0,0,0,2,68.1,53,27,25,13,14,1,76,0,3,3,266,124,4.00,0.980,7.0,1.7,1.8,10.0,5.43,1,leedy01
183,Justin Wrobleski,76,2025,24,LAD,NL,5,5,.500,10,4.32,24,2,0,0,2,66.2,65,34,32,6,17,1,76,3,0,1,280,95,2.93,1.230,8.8,0.8,2.3,10.3,4.47,1,wroblju01
184,Lake Bachar,75,2025,30,MIA,NL,8,2,.800,10,3.93,53,1,0,0,3,71.0,55,34,31,10,30,3,75,3,0,5,296,110,4.25,1.197,7.0,1.3,3.8,9.5,2.50,1,bachala01
185,Scott Barlow,75,2025,32,CIN,NL,6,3,.667,9,4.21,75,1,0,0,1,68.1,50,35,32,8,45,3,75,6,0,2,303,107,4.70,1.390,6.6,1.1,5.9,9.9,1.67,1,barlosc01
186,Brad Keller,75,2025,29,CHC,NL,4,2,.667,6,2.07,68,1,0,0,3,69.2,45,18,16,4,22,0,75,6,0,1,276,189,2.93,0.962,5.8,0.5,2.8,9.7,3.41,1,kellebr01
187,Sean Manaea,75,2025,33,NYM,NL,2,4,.333,6,5.64,15,12,0,0,0,60.2,62,38,38,13,12,0,75,7,0,2,263,73,4.39,1.220,9.2,1.9,1.8,11.1,6.25,1,manaese01
188,Tony Santillan,75,2025,28,CIN,NL,1,5,.167,6,2.44,80,0,0,0,7,73.2,53,23,20,7,29,0,75,5,0,4,301,184,3.72,1.113,6.5,0.9,3.5,9.2,2.59,1,santito01
189,Robert Suarez,75,2025,34,SDP,NL,4,6,.400,10,2.97,70,0,0,0,40,69.2,47,24,23,6,16,2,75,2,0,1,269,141,2.88,0.904,6.1,0.8,2.1,9.7,4.69,1,suarero01
190,Louis Varland,75,2025,27,MINTOR,AL,4,3,.571,7,2.97,74,1,0,0,0,72.2,65,27,24,6,22,1,75,2,0,0,296,145,3.14,1.197,8.1,0.7,2.7,9.3,3.41,1,varlalo01
191,Will Vest,75,2025,30,DET,AL,6,5,.545,11,3.01,64,0,0,0,23,68.2,61,26,23,4,22,1,75,1,0,4,284,138,2.71,1.209,8.0,0.5,2.9,9.8,3.41,1,vestwi01
192,Grant Anderson,74,2025,28,MIL,NL,2,6,.250,8,3.23,66,0,0,0,0,69.2,59,35,25,8,29,3,74,2,0,0,299,130,3.84,1.263,7.6,1.0,3.7,9.6,2.55,1,andergr01
193,Shawn Armstrong,74,2025,34,TEX,AL,4,3,.571,7,2.31,71,2,0,0,9,74.0,40,21,19,5,20,0,74,6,0,3,284,160,3.07,0.811,4.9,0.6,2.4,9.0,3.70,1,armstsh01
194,Jack Dreyer,74,2025,26,LAD,NL,3,2,.600,5,2.95,67,5,0,0,4,76.1,56,26,25,4,24,5,74,0,0,1,307,140,2.82,1.048,6.6,0.5,2.8,8.7,3.08,1,dreyeja01
195,Brandon Eisert,74,2025,27,CHW,AL,3,8,.273,11,4.39,72,3,0,0,2,69.2,75,36,34,12,25,6,74,5,1,3,306,96,4.54,1.435,9.7,1.6,3.2,9.6,2.96,1,eiserbr01
196,Bryce Miller,74,2025,26,SEA,AL,4,6,.400,10,5.68,18,18,0,0,0,90.1,93,57,57,17,34,0,74,3,0,2,392,67,5.17,1.406,9.3,1.7,3.4,7.4,2.18,1,millebr04
197,Ryan Bergert,73,2025,25,KCRSDP,ALNL,2,2,.500,4,3.66,19,15,0,0,0,76.1,61,32,31,8,35,1,73,1,0,2,323,114,4.00,1.258,7.2,0.9,4.1,8.6,2.09,1,bergery01
198,Hunter Gaddis,73,2025,27,CLE,AL,2,2,.500,4,3.11,73,0,0,0,3,66.2,58,24,23,8,21,2,73,1,0,2,274,133,3.50,1.185,7.8,1.1,2.8,9.9,3.48,1,gaddihu01
199,Raisel Iglesias,73,2025,35,ATL,NL,4,6,.400,10,3.21,70,0,0,0,29,67.1,51,25,24,8,16,2,73,2,0,0,266,127,3.31,0.995,6.8,1.1,2.1,9.8,4.56,1,iglesra01
200,Tyler Kinley,73,2025,34,ATLCOL,NL,6,3,.667,9,3.96,73,0,0,0,3,72.2,53,35,32,6,33,4,73,3,1,6,308,117,3.69,1.183,6.6,0.7,4.1,9.0,2.21,1,kinlety01
